price,promo_price,code,size,url,out_of_stock,shop_id,address,product_count
3198.00,,Т00008750,4 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-adult-5-dlya-krupnykh-porod-starshe-5-let/?oid=254151,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
10598.00,9538.2,Т00008752,15 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-adult-5-dlya-krupnykh-porod-starshe-5-let/?oid=254153,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
698.00,,ПР0051755,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-yorkshire-terrier-dlya-porody-yorkshirskiy-terer-starshe-8-let/?oid=401660,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
11398.00,10258.2,ПР0069140,12 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-maxi-digestive-care-dlya-krupnykh-porod-s-chuvstv-pishchevareniem-sukh/?oid=551403,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2398.00,,ПР0033174,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-eukanuba-dlya-srednikh-porod/?oid=358298,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1298.00,,ПР0056371,1 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-mini-dermacomfort-dlya-melkikh-porod-pri-razdrazheniyakh-kozhi-sukh/?oid=431530,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
3598.00,,ПР0056372,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-mini-dermacomfort-dlya-melkikh-porod-pri-razdrazheniyakh-kozhi-sukh/?oid=431532,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
2748.00,,Т00008734,4 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-giant-adult-dlya-gigantskikh-porod-starshe-18-mesyatsev/?oid=254146,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
9448.00,8503.2,Т00008732,15 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-giant-adult-dlya-gigantskikh-porod-starshe-18-mesyatsev/?oid=254148,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1998.00,,Т00001277,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-eukanuba-dlya-srednikh-porod/?oid=348964,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
998.00,,ПР0056377,1 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-mini-dental-melkikh-porod-predraspolozhennykh-k-obrazovaniyu-zubn-k/?oid=431469,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
748.00,,ПР0033060,800 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-eukanuba-dlya-melkikh-porod/?oid=358296,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2548.00,,ПР0019077,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-ageing-dlya-krupnykh-porod-starshe-8-let/?oid=349025,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
10798.00,9718.2,ПР0019078,15 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-ageing-dlya-krupnykh-porod-starshe-8-let/?oid=353915,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
611.00,,Т0038800,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-pug-25-dlya-porody-mops-starshe/?oid=254138,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1798.00,,Т0038801,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-pug-25-dlya-porody-mops-starshe/?oid=254140,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3298.00,,Т00008761,4 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-medium-adult-7-dlya-srednikh-porod-ot-7-do-10-let/?oid=254167,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
10598.00,9538.2,Т00008764,15 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-medium-adult-7-dlya-srednikh-porod-ot-7-do-10-let/?oid=254164,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
698.00,,Т0036336,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-royal-canin-yorkshire-terrier-puppy-dlya-porody-yorkshirskiy-terer-do-10-mes/?oid=256124,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1898.00,,Т0036608,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-royal-canin-yorkshire-terrier-puppy-dlya-porody-yorkshirskiy-terer-do-10-mes/?oid=256042,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3298.00,,Т0023099,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-royal-canin-labrador-retriever-puppy-dlya-porody-labrador-do-15-mesyatsev/?oid=256075,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3166.00,,Т0055161,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-medium-dermacomfort-dlya-srednikh-porod-s-chuvstvitelnoy-kozhey/?oid=253869,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
8998.00,8098.2,УТ0005577,10 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-medium-dermacomfort-dlya-srednikh-porod-s-chuvstvitelnoy-kozhey/?oid=253867,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2998.00,,Т00008805,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-labrador-retriever-30-dlya-porody-labrador-starshe-15-mesyatsev/?oid=254112,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3098.00,,ПР0056352,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-digestive-care-dlya-krupnykh-porod-s-chuvstvitelnym-pishchevar/?oid=431458,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2892.00,,Т0038589,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-golden-retriever-25-dlya-porody-golden-retriver-starshe-15-mesyatsev/?oid=254101,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
10798.00,9718.2,Т0038813,12 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-golden-retriever-25-dlya-porody-golden-retriver-starshe-15-mesyatsev/?oid=254099,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
448.00,,ПР0033058,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-eukanuba-dlya-miniatyurnykh-porod/?oid=251906,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1198.00,,ПР0029431,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-eukanuba-dlya-miniatyurnykh-porod/?oid=251821,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
2798.00,,ПР0055339,3.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-eukanuba-dlya-miniatyurnykh-porod/?oid=417834,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2598.00,,ПР0042526,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-plan-athletic-dlya-krupnykh-porod-s-chuvstvit-pishchevareniem-yagnenok/?oid=253444,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1698.00,,Т00008704,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-dachshund-28-dlya-porody-taksa-starshe/?oid=254075,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
498.00,,ПР0033544,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-eukanuba-dlya-miniatyurnykh-porod/?oid=255557,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1898.00,,Т0041569,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-eukanuba-eukanuba-yorkshirskiy-terer/?oid=251918,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
2748.00,,ПР0031201,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-monge-dlya-krupnykh-porod/?oid=252933,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
8998.00,8098.2,ПР0050013,10 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-maxi-dermacomfort-dlya-krupnykh-porod-s-chuvstvitelnoy-kozhey/?oid=394639,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1998.00,,ПР0023098,2.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-plan-delice-govyadina-ris/?oid=253373,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
6998.00,6298.2,ПР0023393,10 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-plan-delice-govyadina-ris/?oid=253371,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
998.00,,ПР0061784,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-elato-holistic-dlya-melkikh-porod-kuritsa-s-utkoy/?oid=466744,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
3698.00,,ПР0061787,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-elato-holistic-dlya-melkikh-porod-kuritsa-s-utkoy/?oid=466742,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1298.00,,ПР0061782,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-elato-holistic-dlya-melkikh-porod-yagnenok-s-oleninoy/?oid=466749,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
3698.00,,ПР0061786,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-elato-holistic-dlya-melkikh-porod-yagnenok-s-oleninoy/?oid=466747,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
4688.00,4219.2,ПР0029582,13 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pedigree-dlya-vsekh-porod-govyadina/?oid=253081,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
2510.00,,Т00002989,2.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-hill-s-science-plan-dlya-krupnykh-porod-kuritsa/?oid=255653,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
398.00,314.42,ПР0045550,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-nature-s-table-dlya-melkikh-porod-kuritsa-s-risom/?oid=252941,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1498.00,1183.42,ПР0063643,2.3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-nature-s-table-dlya-melkikh-porod-kuritsa-s-risom/?oid=474239,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1198.00,,ПР0067662,1 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-premier-dog-dlya-srednikh-porod-svezhee-myaso-yagnenka-s-indeykoy-sukh/?oid=532406,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
2698.00,,ПР0067663,3 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-premier-dog-dlya-srednikh-porod-svezhee-myaso-yagnenka-s-indeykoy-sukh/?oid=532408,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
6998.00,6298.2,ПР0068311,10 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-premier-dog-dlya-srednikh-porod-svezhee-myaso-yagnenka-s-indeykoy-sukh/?oid=540913,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3898.00,,ПР0056351,4 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-mini-dlya-melkikh-porod-starshe-8-let/?oid=431491,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1798.00,,Т00008701,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-royal-canin-size-mini-adult-8-dlya-melkikh-porod-starshe-8-let/?oid=254181,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
758.00,,Т0041166,2.2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pedigree-govyadina-ris-ovoshchi/?oid=253073,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
698.00,,ПР0070590,800 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-award-dlya-melk-i-miniat-porod-yagnenok-s-indeykoy-s-dob-brokkoli-i-brusniki-sukh/?oid=572098,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1132.00,,ПР0070589,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-award-dlya-melk-i-miniat-porod-yagnenok-s-indeykoy-s-dob-brokkoli-i-brusniki-sukh/?oid=572096,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
1998.00,,ПР0042247,2.6 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-perfect-fit-dlya-srednikh-i-krupnykh-porod-kuritsa/?oid=253131,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
1998.00,1598.4,ПР0072570,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-srednikh-i-krupnykh-porod-s-yagnenkom-sukh/?oid=578206,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
8998.00,8098.2,ПР0072571,12 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-srednikh-i-krupnykh-porod-s-yagnenkom-sukh/?oid=593503,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
998.00,878.24,ПР0069691,800 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-yagnenok-s-travami-i-biodobavkami-sukh/?oid=559428,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1798.00,1456.38,ПР0069698,1.6 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-yagnenok-s-travami-i-biodobavkami-sukh/?oid=559424,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
4998.00,3948.42,ПР0069701,4.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-yagnenok-s-travami-i-biodobavkami-sukh/?oid=559426,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
448.00,,ПР0042249,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-perfect-fit-dlya-melkikh-i-miniatyurnykh-porod-kuritsa/?oid=253124,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1498.00,,ПР0065499,2.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-dog-dlya-srednikh-porod-dlya-podderzhaniya-optimalnogo-vesa-indeyka-sukh/?oid=516739,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
5498.00,4948.2,ПР0065503,12 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-dog-dlya-srednikh-porod-dlya-podderzhaniya-optimalnogo-vesa-indeyka-sukh/?oid=516737,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
5998.00,5458.18,ПР0065095,12 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-sirius-dlya-srednikh-porod-indeyka-s-utkoy-sukh/?oid=511190,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1048.00,,ПР0071270,640 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-craftia-natura-dlya-miniatyurnykh-i-melkikh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574419,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
3148.00,,ПР0071269,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-craftia-natura-dlya-miniatyurnykh-i-melkikh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574417,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
9278.00,,ПР0071271,7 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-craftia-natura-dlya-miniatyurnykh-i-melkikh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574421,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1048.00,,ПР0071256,640 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-kuritsy-i-indeyki-sukh/?oid=574386,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
3148.00,,ПР0071255,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-kuritsy-i-indeyki-sukh/?oid=574384,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
7628.00,,ПР0071257,7 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-kuritsy-i-indeyki-sukh/?oid=574388,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
648.00,,ПР0072560,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-yagnenkom-sukh/?oid=578200,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1998.00,1598.4,ПР0072561,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-yagnenkom-sukh/?oid=578198,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
648.00,,ПР0072556,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-more-dlya-melkikh-porod-s-yagnenkom-sukh/?oid=578211,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1998.00,1598.4,ПР0072557,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-shchenkov-more-dlya-melkikh-porod-s-yagnenkom-sukh/?oid=578209,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
848.00,,Т0041167,2.2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pedigree-dlya-melkikh-porod-govyadina-ris-ovoshchi/?oid=253089,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
998.00,878.24,ПР0069690,800 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-telyatina-s-yablokom-i-biodobavkami-sukh/?oid=559421,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1798.00,1456.38,ПР0069697,1.6 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-telyatina-s-yablokom-i-biodobavkami-sukh/?oid=559417,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
4998.00,3948.42,ПР0069700,4.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-leo-lucy-dlya-melkikh-porod-telyatina-s-yablokom-i-biodobavkami-sukh/?oid=559419,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
985.00,837.25,ПР0065087,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-sirius-yagnenok-i-ris-sukh/?oid=511207,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
4598.00,4138.2,Т00007538,13 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pedigree-dlya-krupnykh-porod-govyadina-ovoshchi/?oid=253084,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1128.00,958.8,ПР0064162,2.6 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-winner-dlya-srednikh-porod-govyadina-black-angus-sukh/?oid=489410,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
648.00,,ПР0072566,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-ryboy-sukh/?oid=578190,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1998.00,1598.4,ПР0072567,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-ryboy-sukh/?oid=578188,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",мало
985.00,837.25,ПР0065086,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-sirius-dlya-malykh-porod-indeyka-sukh/?oid=511187,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
3898.00,3508.2,ПР0065090,10 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-sirius-dlya-malykh-porod-indeyka-sukh/?oid=511185,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
1058.00,,ПР0071265,640 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574407,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
2998.00,,ПР0071264,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574405,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
8458.00,,ПР0071266,7 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-craftia-natura-dlya-srednikh-i-krupnykh-porod-iz-yagnenka-s-perepelkoy-sukh/?oid=574409,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
648.00,,ПР0072562,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-utkoy-sukh/?oid=578195,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1998.00,1598.4,ПР0072563,2 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-more-dlya-melkikh-porod-s-utkoy-sukh/?oid=578193,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
398.00,,ПР0065494,500 г,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-dog-dlya-melkikh-porod-dlya-podderzhaniya-optimalnogo-vesa-indeyka-sukh/?oid=516729,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",много
898.00,,ПР0065496,1.5 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-pro-dog-dlya-melkikh-porod-dlya-podderzhaniya-optimalnogo-vesa-indeyka-sukh/?oid=516727,False,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",достаточно
1198.00,,ПР0067664,1 кг,https://www.bethowen.ru/catalogue/dogs/korma/syxoi/korm-dlya-sobak-premier-dog-dlya-srednikh-porod-svezhee-file-lososya-s-indeykoy-sukh/?oid=532411,True,18,"МО г. Красногорск, ул. Ленина, д. 35А, ТЦ «Солнечный рай»",
